taxa	trait1
Bacteroides_muris-_-ON325392--_KH365_2T	37
Bacteroides_fluxus-_-AB490802--_YIT_12057_T	37
Bacteroides_stercoris-_-ABFZ02000022--_ATCC_43183_T	37
Bacteroides_gallinarum-_-AB253732--_JCM_13658_T	37
Bacteroides_clarus-_-AB490801--_YIT_12056_T	37
Bacteroides_eggerthii-_-ABVO01000045--_DSM_20697_T	37
Bacteroides_intestinalis-_-AB214328--_JCM_13265_T	37
Bacteroides_cellulosilyticus-_-ACCH01000108--_DSM_14838_T	37
Bacteroides_oleiciplenus-_-AB490803--_YIT_12058_T	37
Bacteroides_stercorirosoris-_-AB574481--_JCM_17103_T	37
Bacteroides_pyogenes-_-AB510709--_JCM_6292_T	37
Bacteroides_reticulotermitis-_-AB692943--_JCM_10512_T	37
Bacteroides_faecis-_-AB547640--_JCM_16478_T	37
Bacteroides_thetaiotaomicron-_-AB510710--_JCM_5827_T	32.5
Bacteroides_finegoldii-_-AB222699--_JCM_13345_T	37
Bacteroides_ovatus-_-AB510705--_JCM_5824_T	32.5
Bacteroides_xylanisolvens-_-AB510713--_JCM_15633_T	37
Bacteroides_caccae-_-CP022412--_ATCC_43185_n_T	33.5
Bacteroides_faecichinchillae-_-AB574480--_JCM_17102_T	37
Bacteroides_fragilis-_-CR626927--_NCTC_9343_LTP__T	37
Bacteroides_salyersiae-_-AQHX01000008--_DSM_18765_T	37
Bacteroides_nordii-_-EU136693--_JCM12987_T	37
Bacteroides_coprosuis-_-AF319778--_PC139_T	37
Bacteroides_propionicifaciens-_-AB510706--_JCM_14649_T	30
Dysgonomonas_gadei-_-ADLV01000001--_ATCC_BAA-286_T	37
Dysgonomonas_hofstadii-_-AB588022--_JCM_17038_T	37
Dysgonomonas_mossii-_-AB548676--_JCM_16699_T	37
Proteiniphilum_acetatigenes-_-AY742226--_TB107_T	32.5
Paludibacter_propionicigenes-_-CP002345--_WB4_T	30
Porphyromonas_endodontalis-_-AY253728--_ATCC_35406_T	37
Porphyromonas_asaccharolytica-_-CP002689--_DSM_20707_T	37
Porphyromonas_uenonis-_-AB547668--_JCM_13868_T	37
Porphyromonas_macacae-_-ARBY01000031--_DSM_20710_T	37
Porphyromonas_levii-_-AB547664--_JCM_13866_T	37
Porphyromonas_somerae-_-AB547667--_JCM_13867_T	37
Porphyromonas_gingivalis-_-AB035459--_ATCC33277_T	37
Porphyromonas_gulae-_-AB547663--_JCM_13865_T	37
Porphyromonas_catoniae-_-X82823--_ATCC_51270_T	37
Tannerella_forsythia-_-AB547708--_JCM_10827_T	37
Parabacteroides_distasonis-_-EU136681--_JCM5825_T	37
Parabacteroides_johnsonii-_-AB261128--_JCM_13406_T	37
Parabacteroides_merdae-_-AB238928--_JCM_9497_T	37
Parabacteroides_goldsteinii-_-EU136697--_JCM13446_T	37
Parabacteroides_gordonii-_-AB470343--_JCM_15724_T	37
Barnesiella_viscericola-_-CP007034--_C46-_DSM_18177_n_T	37
Barnesiella_intestinihominis-_-AB547647--_JCM_15079_T	32.5
Butyricimonas_synergistica-_-AB443948--_JCM_15148_T	32.5
Odoribacter_laneus-_-AB547648--_JCM_16069_T	37
Odoribacter_splanchnicus-_-CP002544--_DSM_20712_T	37
Geofilum_rubicundum-_-AB362265--_JAM-BA0501_T	10
Anaerophaga_thermohalophila-_-AJ418048--_Fru22_T	50
Marinilabilia_salmonicolor-_-AJKI01000048--_JCM_21150_T	25
Alistipes_finegoldii-_-AB554230--_JCM_16770_T	37
Alistipes_shahii-_-FP929032--_WAL_8301_T	37
Alistipes_timonensis-_-JF824799--_JC136_T	37
Alistipes_putredinis-_-ABFK02000016--_DSM_17216_T	37
Alistipes_indistinctus-_-AB600999--_JCM_16068_T	37
Alistipes_ihumii-_-JX101692--_AP11_T	37
Rikenella_microfusus-_-ATXW01000002--_DSM_15922_T	37
Mucilaginibacter_paludis-_-AEIH02000003--_DSM_18603_T	25
Arcticibacter_svalbardensis-_-JQ396621--_MN12-7_T	25
Pedobacter_agri-_-AJLG01000244--_PB92_T	28
Pedobacter_heparinus-_-AQGK01000003--_DSM_2366_T	25
Sphingobacterium_spiritivorum-_-ACHA02000013--_ATCC_33861_T	28
Pedobacter_glucosidilyticus-_-EU585748--_1-2_T	28
Pseudopedobacter_saltans-_-CP002545--_DSM_12145_T	28
Pedobacter_arcticus-_-HM051286--_A12_T	4
Solitalea_canadensis-_-AB078046--_IFO_15130_T	25
Terrimonas_ferruginea-_-AM230484--_DSM_30193_T	30
Flavihumibacter_petaseus-_-AB682352--_NBRC_106054_T	20
Niastella_koreensis-_-DQ244077--_GR20-10_T	28
Sediminibacterium_salmoneum-_-EF407879--_NJ-44_T	28
Segetibacter_koreensis-_-AB267478--_Gsoil_664_T	22.5
Niabella_soli-_-EF592608--_JS13-8_T	37
Niabella_aurantiaca-_-ARFF01000006--_DSM_17617_T	28
Chitinophaga_pinensis-_-CP001699--_DSM_2588_T	23
Lewinella_persica-_-AB301616--_NBRC_102663_T	25
Lewinella_cohaerens-_-AB301614--_NBRC_102661_T	25
Haliscomenobacter_hydrossis-_-AJ784892--_DSM_1100_=_ATCC_27775_T	26
Saprospira_grandis-_-M58795--_ATCC_23119_LTP__T	27.5
Spirosoma_linguale-_-CP001769--_DSM_74_T	20
Spirosoma_luteum-_-ARFC01000063--_DSM_19990_T	20
Spirosoma_spitsbergense-_-ARFD01000223--_DSM_19989_T	20
Spirosoma_panaciterrae-_-ARFA01000077--_DSM_21099_T	28
Fibrisoma_limi-_-GQ355622--_BUZ_3_T	28
Fibrella_aestuarina-_-GQ141052--_BUZ_2_T	28
Rudanella_lutea-_-ARPG01000002--_DSM_19387_T	28
Dyadobacter_tibetensis-_-JQ824420--_Y620-1_T	4
Dyadobacter_beijingensis-_-DQ335125--_A54_T	28
Dyadobacter_fermentans-_-AF137029--_NS114_T	28
Runella_slithyformis-_-CP002859--_DSM_19594_T	28
Emticicia_oligotrophica-_-CP002961--_DSM_17448_T	28
Leadbetterella_byssophila-_-AY854022--_4M15_T	30
Flectobacillus_major-_-ATXY01000006--_DSM_103_T	26
Cytophaga_aurantiaca-_-ARBN01000051--_DSM_3654_T	20
Cytophaga_hutchinsonii-_-AB517710--_NBRC_15051_T	26
Sporocytophaga_myxococcoides-_-AJ310654--_DSM_11118T_T	30
Flexibacter_flexilis-_-AB078050--_IFO_15060_T	30
Cesiribacter_andamanensis-_-FN396961--_AMV16_T	30
Fulvivirga_imtechensis-_-FR687203--_AK7_T	20
Nafulsella_turpanensis-_-ANNU01000014--_ZLM-10_T	10
Marivirga_tractuosa-_-CP002349--_DSM_4126_T	30
Cyclobacterium_qasimii-_-FN377719--_M12-11B_T	4
Cyclobacterium_marinum-_-CP002955--_DSM_745_T	20
Echinicola_pacifica-_-DQ185611--_KMM_6172_T	26.5
Echinicola_vietnamensis-_-DQ645421--_KMM_6221_T	32.5
Belliella_baltica-_-AJ564643--_BA134_T	28
Nitritalea_halalkaliphila-_-FM991866--_LW7_T	25
Cecembia_lonarensis-_-FN393747--_LW9T_LTP__T	33.5
Indibacter_alkaliphilus-_-FM883672--_LW1_T	15
Aquiflexum_balticum-_-AJ744861--_BA160_T	30
Mariniradius_saccharolyticus-_-AMZY02000022--_AK6_T	25
Algoriphagus_ratkowskyi-_-AJ608641--_LMG_21435_T	11
Flammeovirga_aprica-_-AB247553--_NBRC_15941_T	25
Flexithrix_dorotheae-_-ARBP01000033--_DSM_6795_T	30
Eisenibacter_elegans-_-AB078048--_IFO_15055_T	30
Hymenobacter_psychrotolerans-_-DQ177475--_Tibet-IIU11_T	20
Hymenobacter_aerophilus-_-AJ276901--_I/26Cor1_T	32.5
Hymenobacter_norwichensis-_-AJ549285--_NS/50_T	32.5
Hymenobacter_roseosalivarius-_-Y18833--_AA718_T	9
Pontibacter_actiniarum-_-AY989908--_KMM_6156_T	28
Pontibacter_roseus-_-ARDO01000013--_DSM_17521_T	4
Microscilla_marina-_-AB078080--_IFO_16560_T	30
Gracilimonas_tropica-_-AQXG01000022--_DSM_19535_T	28
Balneola_vulgaris-_-AQXH01000007--_DSM_17893_T	28
Salisaeta_longa-_-ATTH01000001--_DSM_21114_T	37
Salinibacter_ruber-_-AF323500--_M31_T	37
Rhodothermus_marinus-_-X80994--_R-10_-DSM_4252-_T	65
Pelodictyon_clathratiforme-_-Y08108--_BU-1_T	15
Chlorobium_phaeovibrioides-_-Y08105--_2631_T	32.5
Chlorobium_limicola-_-CP001097--_DSM_245_T	25
Chlorobium_luteolum-_-CP000096--_DSM_273_T	25
Chlorobaculum_tepidum-_-AE006470--_TLS_T	48
Prosthecochloris_aestuarii-_-CP001108--_DSM_271_T	30
Ignavibacterium_album-_-AB478415--_Mat9-16_T	45
Melioribacter_roseus-_-JQ292917--_P3M-2_T	47
Caldithrix_abyssi-_-AJ430587--_LF13T_T	60
Gemmatimonas_aurantiaca-_-AP009153--_T-27_T	30
Thermoanaerobacter_wiegelii-_-CP002991--_Rt8.B1_T	65
Thermoanaerobacter_siderophilus-_-AJUD01000008--_SR4_T	70
Thermoanaerobacter_thermohydrosulfuricus-_-L09161--_E100-69_T	60
Thermoanaerobacter_brockii_subsp._finnii-_-CP002466--_Ako-1_T	65
Thermoanaerobacter_brockii_subsp._brockii-_-L09165--_wl_HTD_4_nT	62.5
Thermoanaerobacter_pseudethanolicus-_-CP000924--_ATCC_33223-_39E_T	65
Thermoanaerobacter_italicus-_-CP001936--_Ab9_T	70
Thermoanaerobacter_mathranii_subsp._mathranii-_-CP002032--_A3_T	70
Thermoanaerobacter_thermocopriae-_-L09167--_JT-3T_T	60
Caldanaerobacter_subterraneus_subsp._tengcongensis-_-AE008691--_MB4_T	75
Thermanaeromonas_toyohensis-_-AB062280--_ToBE_T	70
Thermosediminibacter_oceani-_-CP002131--_DSM_16646_T	68
Ammonifex_degensii-_-CP001785--_KC4_T	70
Caldicellulosiruptor_kristjanssonii-_-CP002326--_I77R1B_T	78
Caldicellulosiruptor_lactoaceticus-_-CP003001--_6A_T	70
Caldicellulosiruptor_owensensis-_-U80596--_OL_T	75
Caldicellulosiruptor_kronotskyensis-_-EF100909--_2002_T	70
Caldicellulosiruptor_bescii-_-CP001393--_DSM_6725_T	75
Caldicellulosiruptor_hydrothermalis-_-CP002219--_108_T	65
Caldicellulosiruptor_saccharolyticus-_-L09178--_Tp8T.6331_T	70
Dictyoglomus_thermophilum-_-X69194--_DSM_3960_T_T	78
Dictyoglomus_turgidum-_-CP001251--_DSM_6724_T	75
Borrelia_burgdorferi-_-AE000783--_B31_T	33
Borrelia_garinii_subsp._bavariensis-_-AB035385--_PBi_T	32
Borrelia_lusitaniae-_-X98228--_Poti_B2_T	34
Borrelia_valaisiana-_-X98232--_VS116_T	34
Borrelia_kurtenbachii-_-AJ224138--_25015_T	34
Borrelia_turcica-_-CP028884--_IST7_n_T	35
Oceanispirochaeta_litoralis-_-FR733665--_DSM2029_T	30
Alkalispirochaeta_alkalica-_-X93927--_Z-7491_T	37
Spirochaeta_africana-_-X93928--_Z-7692_T	37
Sphaerochaeta_coccoides-_-CP002659--_DSM_17374_T	30
Sediminispirochaeta_bajacaliforniensis-_-ARJU01000050--_DSM_16054_T	30
Sediminispirochaeta_smaragdinae-_-CP002116--_DSM_11293_T	35
Spirochaeta_thermophila-_-FR749903--_DSM_6578_T	67
Treponema_socranskii_subsp._paredis-_-ATFD01000007--_ATCC_35535_T	37
Treponema_parvum-_-AF302937--_OMZ833_T	33
Treponema_saccharophilum-_-AGRW01000033--_DSM_2985_T	37
Treponema_succinifaciens-_-CP002631--_DSM_2489_T	37
Treponema_brennaborense-_-CP002696--_DSM_12168_T	37
Treponema_maltophilum-_-ATFF01000006--_ATCC_51939_T	37
Treponema_denticola-_-AB621358--_JCM_8153_T	30
Treponema_phagedenis-_-MN396624--_B43.1_T	30
Teretinema_zuelzerae-_-FR749928--_DSM_1903_T	30
Treponema_azotonutricium-_-AF320287--_ZAS-9_T	20
Treponema_stenostreptum-_-FR733664--_DSM2028_T	30
Brachyspira_innocens-_-U14920--_B256_T	37
Brachyspira_murdochii-_-CP001959--_DSM_12563_T	37
Brachyspira_hyodysenteriae-_-ARSY01000043--_B78_T	37
Brachyspira_intermedia-_-CP002874--_PWS/A_T	37
Brachyspira_hampsonii-_-CP019914--_NSH-16_n_T	37
Leptospira_broomii-_-AY796065--_5399-_ATCC_BAA-1107_T	30
Leptospira_inadai-_-Z21634--_LYME_T	30
Leptonema_illini-_-AY714984--_3055-_NCTC_11301_T	30
Turneriella_parva-_-AY293856--_H-_NCTC_11395_T	30
Syntrophorhabdus_aromaticivorans-_-AB212873--_UI_T	37
Fervidobacterium_nodosum-_-CP000771--_Rt17-B1_T	70
Thermosipho_africanus-_-DQ647057--_Ob7_T	75
Thermosipho_melanesiensis-_-Z70248--_BI429_T	70
Pseudothermotoga_lettingae-_-CP000812--_TMO_T	65
Pseudothermotoga_elfii-_-AP014507--_NBRC_107921_n_T	65
Thermotoga_profunda-_-AP014510--_AZM34c06_n_T	60
Thermotoga_caldifontis-_-AP014509--_AZM44c09_T	70
Pseudothermotoga_thermarum-_-CP002351--_DSM_5069_T	70
Thermotoga_maritima-_-M21774--_MSB-8_LTP__T	80
Thermotoga_neapolitana-_-CP000916--_DSM_4359_T	70
Thermotoga_petrophila-_-AJ872269--_RKU-1_T	80
Petrotoga_mobilis-_-CP000879--_SJ95_T	55
Marinitoga_piezophila-_-AF326121--_KA3_T	65
Kosmotoga_arenicorallina-_-AB530678--_S304_T	55
Kosmotoga_olearia-_-EU980631--_TBF_19.5.1_T	65
Mesotoga_prima-_-HM003109--_MesG1.Ag.4.2_T	37
Mesoaciditoga_lauensis-_-JQ347593--_cd-1655R_T	60
Coprothermobacter_proteolyticus-_-CP001145--_DSM_5265_T	63
Coprothermobacter_platensis-_-Y08935--_3R_T	55
Dethiosulfovibrio_peptidovorans-_-ABTR02000001--_DSM_11002_T	42
Pyramidobacter_piscolens-_-AB565480--_JCM_16336_T	37
Jonquetella_anthropi-_-EF436500--_ADV_126_T	37
Aminobacterium_colombiense-_-CP001997--_DSM_12261_T	37
Thermanaerovibrio_velox-_-FR733707--_DSM12556_T	62.5
Thermanaerovibrio_acidaminovorans-_-CP001818--_DSM_6589_T	55
Aminomonas_paucivorans-_-AF072581--_GLU-3_T	37
Cloacibacillus_evryensis-_-CU463952--_158_T	37
Thermovirga_lienii-_-CP003096--_DSM_17291_T	55
Acetomicrobium_mobile-_-AB910748--_JCM_12221_T	55
Caldisericum_exile-_-AP012051--_AZM16c01_T	65
Aquifex_pyrophilus-_-M83548--_Kol5a_T	85
Thermocrinis_albus-_-CP001931--_DSM_14484_T	0
Hydrogenobacter_thermophilus-_-CP002221--_TK-6_T	70
Sulfurihydrogenibium_azorense-_-AF528192--_Az-Fu1-_Fc8A70_T	68
Sulfurihydrogenibium_subterraneum-_-AB071324--_HGM-K1_T	65
Persephonella_marina-_-AF188332--_EX-H1_T	73
Thermovibrio_ammonificans-_-CP002444--_HB-1_T	75
Desulfurobacterium_thermolithotrophum-_-CP002543--_DSM_11699_T	70
Thermosulfidibacter_takaii-_-AB282756--_ABI70S6_-=_JCM13301-_=_DSM_17441-_T	70
Natrinema_thermotolerans-_-AB663444--_JCM_14585_T	50
Natrinema_pellirubrum-_-AJ002947--_NCIMB_786_T	37
Natrinema_pallidum-_-AB663463--_JCM_8980_T	38.5
Natrinema_altunense-_-AB663460--_JCM_12890_T	37
Natrinema_gari-_-AB545859--_JCM_14663_T	20
Natrinema_versiforme-_-AB663465--_JCM_10478_T	41.5
Haloterrigena_turkmenica-_-CP001860--_DSM_5511_T	37
Haloterrigena_salina-_-AB663448--_JCM_13891_T	37
Natrinema_limicola-_-DQ367241--_AX-7_T	30
Halostagnicola_larsenii-_-CP007055--_XH-48_n_T	37
Natrialba_magadii-_-CP001932--_ATCC_43099_T	37
Natrialba_hulunbeirensis-_-AB663457--_JCM_10989_T	50
Natrialba_chahannaoensis-_-AJ004806--_C112_T	45
Natrialba_taiwanensis-_-AB663459--_JCM_9577_T	37
Natrialba_asiatica-_-AB663455--_JCM_9576_T	35
Natronorubrum_sulfidifaciens-_-DQ535889--_AD2_T	20
Natronolimnohabitans_innermongolicus-_-AOHZ01000042--_JCM_12255_T	37
Halopiger_xanaduensis-_-AM268114--_SH-6_T	37
Natronococcus_jeotgali-_-AB477232--_JCM_14583_T	41
Natronococcus_occultus-_-AB477981--_JCM_8859_T	37
Halovivax_asiaticus-_-AOIQ01000016--_JCM_14624_T	25
Halovivax_ruber-_-AB663453--_JCM_13892_T	37
Halobiforma_lacisalsi-_-AY277582--_AJ5_T	43.5
Halococcus_morrhuae-_-D11106--_NRC_16008_T	37
Halococcus_thailandensis-_-AB549236--_JCM_13552_T	37
Halococcus_hamelinensis-_-AJRK01000365--_100A6_T	37
Halococcus_salifodinae-_-AOME01000075--_DSM_8989_T	37
Halalkalicoccus_jeotgali-_-CP002062--_B3_T	37
Haladaptatus_cibarius-_-AB663345--_JCM_15962_T	37
Haladaptatus_paucihalophilus-_-AB663347--_JCM_13897_T	30
Halorubrum_californiense-_-EF139654--_SF3-213_T	37
Halorubrum_tebenquichense-_-FR870448--_CECT_5317_T	42.5
Halorubrum_lipolyticum-_-DQ355814--_9-3_T	46.5
Halorubrum_aidingense-_-DQ355813--_31-hong_T	37
Halorubrum_kocurii-_-AB663413--_JCM_14978_T	37
Halorubrum_lacusprofundi-_-U17365--_JCM_8891_LTP__T	30
Halogranum_salarium-_-FN594944--_B-1_T	37
Haloferax_alexandrinus-_-AB037474--_TM_T	37
Haloferax_prahovense-_-AB663381--_JCM_13924_T	43
Haloferax_denitrificans-_-AB663374--_JCM_8864_T	37
Haloferax_sulfurifontis-_-AB663382--_JCM_12327_T	37
Haloferax_mediterranei-_-CP001868--_CGMCC_1.2087_T	37
Haloferax_mucosum-_-AOLN01000016--_ATCC_BAA-1512_T	37
Haloferax_elongans-_-AB477972--_JCM_14791_T	37
Haloferax_larsenii-_-AY838278--_ZJ206_T	43.5
Haloquadratum_walsbyi-_-HM165235--_C23_T	37
Halogeometricum_borinquense-_-AF002984--_PR_3_T	40
Halogeometricum_pallidum-_-HM185493--_BZ256_T	25
Halobacterium_salinarum-_-AJ496185--_DSM_3754_T	37
Halarchaeum_acidiphilum-_-AB371717--_MH1-52-1_T	37
Haloarcula_argentinensis-_-EF645681--_JCM9737_T	37
Haloarcula_marismortui-_-AY596297--_ATCC_43049_T	40
Haloarcula_hispanica-_-AB090167--_ATCC_33960_T	37
Haloarcula_amylolytica-_-DQ826513--_BD-3_T	41
Halomicrobium_mukohataei-_-EF645690--_JCM9738_T	45
Halorhabdus_tiamatea-_-AB663399--_JCM_14471_T	45
Halorhabdus_utahensis-_-CP001687--_DSM_12940_T	50
Halosimplex_carlsbadense-_-AB072815--_2-9-1_T	37
Natronomonas_moolapensis-_-AB663431--_JCM_14361_T	37
Natronomonas_pharaonis-_-CR936257--_Gabara_T	37
Methanocorpusculum_labreanum-_-AY260436--_DSM_4855_T	37
Methanocorpusculum_bavaricum-_-AUMX01000033--_DSM_4179_T	37
Methanofollis_liminatans-_-AGCO01000007--_DSM_4140_T	37
Methanospirillum_hungatei-_-CP000254--_JF-1_T	37
Methanoregula_boonei-_-DQ282124--_6A8_T	37
Methanoregula_formicica-_-AB479390--_SMSP_T	30
Methanolinea_tarda-_-AB162774--_NOBI-1_T	50
Methanosphaerula_palustris-_-CP001338--_E1-9c_T	30
Methanoculleus_marisnigri-_-CP000562--_JR1_T	21
Methanoculleus_bourgensis-_-AY196674--_MS2_T	37
Methanolacinia_petrolearia-_-CP002117--_T	37
Methanomicrobium_mobile-_-M59142--_DSM_1539_T	37
Methanoplanus_limicola-_-AHKP01000003--_DSM_2279_T	30
Methanocella_paludicola-_-AB196288--_SANAE_T	37
Methanocella_arvoryzae-_-AM114193--_MRE50_T	45
Methanosarcina_barkeri-_-AJ012094--_DSM_800_-T--_OCM_38_T	35
Methanosarcina_thermophila-_-M59140--_DSM_1825_T	50
Methanosarcina_acetivorans-_-AE010299--_C2A_T	35
Methanolobus_tindarius-_-M59135--_DSM_2278_LTP__T	25
Methanomethylovorans_hollandica-_-AF120163--_DMS1_T	37
Methanococcoides_burtonii-_-CP000300--_DSM_6242_T	23.4
Methanohalophilus_portucalensis-_-AY290717--_FDF-1_T	37
Methanohalophilus_mahii-_-CP001994--_DSM_5219_T	37
Methanosalsum_zhilinae-_-FJ224366--_DSM_4017_T	45
Methanothrix_soehngenii-_-X51423--_Opfikon_T	37.5
Methanothrix_thermoacetophila-_-CP000477--_PT_T	55
Methanothrix_harundinacea-_-AY817738--_8Ac_T	37
Methanobrevibacter_smithii-_-CP000678--_ATCC_35061-_PS-_DSMZ_861_T	37
Methanobrevibacter_ruminantium-_-CP001719--_M1_T	37
Methanosphaera_stadtmanae-_-CP000102--_DSM_3091_T	36
Methanothermobacter_thermautotrophicus-_-AE000666--_Delta_H_T	65
Methanothermus_fervidus-_-CP002278--_DSM_2088_T	80
Thermococcus_celer-_-AY099174--_DSM_2476_T	88
Thermococcus_kodakarensis-_-D38650--_KOD1_T	85
Thermococcus_peptonophilus-_-AY099183--_DSM_10343_T	85
Thermococcus_gammatolerans-_-CP001398--_EJ3-_DSM_15229_T	88
Thermococcus_zilligii-_-AJLF01000002--_AN1_T	75
Thermococcus_barophilus-_-AY099172--_DSM_11836_T	85
Pyrococcus_furiosus-_-AE009950--_DSM_3638_T	100
Thermococcus_sibiricus-_-CP001463--_MM_739_T	78
Thermococcus_litoralis-_-CP006670--_DSM_5473_T	83
Palaeococcus_ferrophilus-_-AB019239--_DMJ_T	80
Palaeococcus_pacificus-_-HQ696462--_DY20341_T	80
Archaeoglobus_fulgidus-_-AE000782--_DSM_4304_T	83
Archaeoglobus_profundus-_-CP001857--_DSM_5631_T	85
Ferroglobus_placidus-_-CP001899--_DSM_10642_T	85
Archaeoglobus_veneficus-_-CP002588--_SNP6_T	75
Archaeoglobus_infectus-_-AB274307--_Arc51_T	70
Archaeoglobus_sulfaticallidus-_-FJ810190--_PM70-1_T	75
Methanococcus_vannielii-_-CP000742--_SB_T	30
Methanococcus_voltae-_-M59290--_ATCC_33273_LTP__T	38
Methanococcus_aeolicus-_-CP000743--_Nankai-3_T	42
Methanothermococcus_okinawensis-_-CP002792--_IH1_T	60
Methanothermococcus_thermolithotrophicus-_-AQXV01000039--_DSM_2095_T	65
Methanotorris_igneus-_-CP002737--_Kol_5_T	85
Methanotorris_formicicus-_-AGJL01000032--_Mc-S-70_T	70
Methanocaldococcus_fervens-_-CP001696--_AG86_T	85
Methanocaldococcus_jannaschii-_-L77117--_DSM_2661_T	85
Methanocaldococcus_vulcanius-_-AF051404--_M7_T	80
Methanocaldococcus_infernus-_-CP002009--_ME_T	85
Methanocaldococcus_villosus-_-APMM01000060--_KIN24-T80_T	80
Picrophilus_torridus-_-AE017261--_DSM_9790_T	55
Thermoplasma_volcanium-_-BA000011--_GSS1_T	60
Methanomassiliicoccus_luminyensis-_-HQ896499--_B10_T	37
Sulfurisphaera_tokodaii-_-BA000023--_7_T	80
Saccharolobus_shibatae-_-M32504--_B12_T	75
Metallosphaera_sedula-_-D26491--_IFO15509_-DSM5348-_T	70
Metallosphaera_hakonensis-_-D86414--_DSM_7519_T	65
Acidianus_sulfidivorans-_-AY907891--_JP7_T	70
Desulfurococcus_amylolyticus-_-AZUU01000002--_Z-533_T	90
Desulfurococcus_mucosus-_-CP002363--_DSM_2162_T	85
Thermosphaera_aggregans-_-CP001939--_DSM_11486_T	85
Staphylothermus_hellenicus-_-CP002051--_DSM_12710_T	85
Staphylothermus_marinus-_-CP000575--_F1_T	92
Thermogladius_calderae-_-CP003531--_1633_T	80
Acidilobus_saccharovorans-_-CP001742--_345-15_T	80
Caldisphaera_lagunensis-_-AB087499--_IC-154_T	75
Pyrodictium_abyssi-_-X99559--_DSM_6158_T	98
Hyperthermus_butylicus-_-CP000493--_DSM_5456_T	95
Pyrolobus_fumarii-_-X99555--_1A_T	103
Ignisphaera_aggregans-_-DQ060321--_AQ1.S1_T	95
Aeropyrum_camini-_-AP012489--_SY1_T	85
Ignicoccus_islandicus-_-X99562--_Ko18_T	90
Ignicoccus_pacificus-_-AJ271794--_LPC33_T	90
Ignicoccus_hospitalis-_-CP000816--_KIN4/I_T	90
Fervidicoccus_fontis-_-CP003423--_Kam940_T	80
Pyrobaculum_oguniense-_-AB087402--_TE7_T	90
Pyrobaculum_arsenaticum-_-CP000660--_DSM_13514_T	95
Pyrobaculum_neutrophilum-_-CP001014--_V24Sta_T	85
Pyrobaculum_aerophilum-_-AE009441--_IM2_T	100
Pyrobaculum_calidifontis-_-AB078332--_VA1_T	90
Vulcanisaeta_distributa-_-CP002100--_DSM_14429_T	85
Vulcanisaeta_souniana-_-AB063645--_IC-059_T	85
Thermofilum_pendens-_-X14835--_Hvv3-_DSM_2475_T	88
Nitrosarchaeum_koreense-_-HQ331116--_MY1_T	25
Nitrososphaera_viennensis-_-CP007536--_EN76_T	42
Methanopyrus_kandleri-_-AE009439--_AV19_T	98
