"tip_label"	"accesion"	"taxid"
"'AM231588, Massilia aurea, Massilia aurea, (AM231588), AP13 T'"	"AM231588"	373040
"'AM231587, Roseomonas aquatica, Roseomonas aquatica, (AM231587), TR53 T'"	"AM231587"	373043
"'DQ666175, Syntrophomonas wolfei subsp. saponavida, Syntrophomonas wolfei subsp. saponavida, (DQ666175), DSM4212 T'"	"DQ666175"	373074
"'AB663461, Natrinema ejinorense, Natrinema ejinorense, (AB663461), JCM 13890 T'"	"AB663461"	373386
"'AJ224131, Borrelia lanei, Borrelia lanei, (AJ224131), CA28 T'"	"AJ224131"	373540
"'AJ224130, Borrelia californiensis, Borrelia californiensis, (AJ224130), CA446 T'"	"AJ224130"	373543
"'AM232806, Chryseobacterium ureilyticum, Chryseobacterium ureilyticum, (AM232806), F-Fue-04IIIaaaa T'"	"AM232806"	373668
"'AM232809, Chryseobacterium pallidum, Chryseobacterium pallidum, (AM232809), 26-3St2b T'"	"AM232809"	373671
"'AM232810, Chryseobacterium gambrini, Chryseobacterium gambrini, (AM232810), 5-1St1a T'"	"AM232810"	373672
"'DQ397336, Thalassococcus halodurans, Thalassococcus halodurans, (DQ397336), UST050418-052 T'"	"DQ397336"	373675
"'AM232832, Planosporangium flavigriseum, Planosporangium flavigriseum, (AM232832), YIM 46034 = CCTCC AA 205013 T'"	"AM232832"	373681
"'AB251884, Hymenobacter soli, Hymenobacter soli, (AB251884), PB17 T'"	"AB251884"	373890
"'AB251933, Flammeovirga kamogawensis, Flammeovirga kamogawensis, (AB251933), YS10 (= IAM 15451, = NCIMB 14281) T'"	"AB251933"	373891
"'CP001098, Halothermothrix orenii, Halothermothrix orenii, (CP001098), H 168; DSM 9562 T'"	"CP001098"	373903
"'DQ399262, Altericroceibacterium indicum, Altericroceibacterium indicum, (DQ399262), MSSRF26 T'"	"DQ399262"	374177
"'AB252200, Methylobacterium gregans, Methylobacterium gregans, (AB252200), 002-074 T'"	"AB252200"	374424
"'AB252202, Methylobacterium persicinum, Methylobacterium persicinum, (AB252202), 002-165 T'"	"AB252202"	374426
"'AB252208, Methylobacterium tardum, Methylobacterium tardum, (AB252208), RB677 T'"	"AB252208"	374432
"'DQ401092, Nocardioides salarius, Nocardioides salarius, (DQ401092), CL-Z59 T'"	"DQ401092"	374513
"'DQ401093, Nocardioides marinus, Nocardioides marinus, (DQ401093), CL-DD14 T'"	"DQ401093"	374514
"'DQ401091, Pelagibius litoralis, Pelagibius litoralis, (DQ401091), CL-UU02 T'"	"DQ401091"	374515
"'DQ404188, Hansschlegelia plantiphila, Hansschlegelia plantiphila, (DQ404188), S1 T'"	"DQ404188"	374655
"'DQ403809, Marinomonas blandensis, Marinomonas blandensis, (DQ403809), MED121 T'"	"DQ403809"	374837
"'DQ413148, Zoogloea caeni, Zoogloea caeni, (DQ413148), EMB43 T'"	"DQ413148"	374858
"'DQ411038, Arenimonas donghaensis, Arenimonas donghaensis, (DQ411038), HO3-R19 T'"	"DQ411038"	375061
"'AB779648, Loigolactobacillus backii, Loigolactobacillus backii, (AB779648), JCM 18665 T'"	"AB779648"	375175
"'L01784, Roseobacter denitrificans, Roseobacter denitrificans, (L01784), OCh114 T'"	"L01784"	375451
"'DQ407282, Paenibacillus cellulosilyticus, Paenibacillus cellulosilyticus, (DQ407282), PALXIL08 T'"	"DQ407282"	375489
"'DQ411541, Aeromicrobium tamlense, Aeromicrobium tamlense, (DQ411541), SSW1-57 T'"	"DQ411541"	375541
"'DQ411542, Nocardioides furvisabuli, Nocardioides furvisabuli, (DQ411542), SBS-26 T'"	"DQ411542"	375542
"'DQ411930, Ensifer mexicanus, Ensifer mexicanus, (DQ411930), ITTG-R7 T'"	"DQ411930"	375549
"'DQ415656, Gulbenkiania indica, Gulbenkiania indica, (DQ415656), HT27 T'"	"DQ415656"	375574
"'AB681497, Paraferrimonas sedimenticola, Paraferrimonas sedimenticola, (AB681497), NBRC 101628 T'"	"AB681497"	375674
"'DQ408297, Streptomyces fildesensis, Streptomyces fildesensis, (DQ408297), GW25-5 T'"	"DQ408297"	375757
"'DQ414419, Marinobacter gudaonensis, Marinobacter gudaonensis, (DQ414419), SL014B61A T'"	"DQ414419"	375760
"'DQ415545, Helicobacter anseris, Helicobacter anseris, (DQ415545), MIT 04-9362 T'"	"DQ415545"	375926
"'DQ415546, Helicobacter brantae, Helicobacter brantae, (DQ415546), MIT 04-9366 T'"	"DQ415546"	375927
"'MN744352, Aminobacter carboxidus, Aminobacter carboxidus, (MN744352), DSM 1086T T'"	"MN744352"	376165
"'AB663396, Haloplanus natans, Haloplanus natans, (AB663396), JCM 14081 T'"	"AB663396"	376171
"'DQ417335, Labrys neptuniae, Labrys neptuniae, (DQ417335), Liujia-146 T'"	"DQ417335"	376174
"'DQ417336, Schlegelella aquatica, Schlegelella aquatica, (DQ417336), wcf1 T'"	"DQ417336"	376175
"'DQ420167, Gordonia shandongensis, Gordonia shandongensis, (DQ420167), SD29 T'"	"DQ420167"	376351
"'AB663418, Halorubrum orientale, Halorubrum orientale, (AB663418), CECT 7145 T'"	"AB663418"	376415
"'DQ421808, Halomonas gudaonensis, Halomonas gudaonensis, (DQ421808), SL014B-69 T'"	"DQ421808"	376427
"'DQ421387, Olivibacter sitiensis, Olivibacter sitiensis, (DQ421387), AW-6 T'"	"DQ421387"	376470
"'DQ421388, Halotalea alkalilenta, Halotalea alkalilenta, (DQ421388), AW-7 T'"	"DQ421388"	376489
"'DQ422859, Paradesulfovibrio bizertensis, Paradesulfovibrio bizertensis, (DQ422859), MB3 T'"	"DQ422859"	376490
"'AB253435, Gluconobacter japonicus subsp. japonicus, Gluconobacter japonicus subsp. japonicus, (AB253435), NBRC 3271 T'"	"AB253435"	376620
"'AM230489, Flavobacterium johnsoniae subsp. johnsoniae, Flavobacterium johnsoniae subsp. johnsoniae, (AM230489), DSM 2064 T'"	"AM230489"	376686
"'AB233210, Legionella yabuuchiae, Legionella yabuuchiae, (AB233210), OA1-2 T'"	"AB233210"	376727
"'DQ423479, Zhouia amylolytica, Zhouia amylolytica, (DQ423479), HN-171 T'"	"DQ423479"	376730
"'JRKN01000065, Paracoccus halophilus, Paracoccus halophilus, (JRKN01000065), JCM 14014 T'"	"JRKN01000065"	376733
"'AB253726, Phocaeicola barnesiae, Phocaeicola barnesiae, (AB253726), JCM 13652 T'"	"AB253726"	376804
"'AB253732, Bacteroides gallinarum, Bacteroides gallinarum, (AB253732), JCM 13658 T'"	"AB253732"	376806
"'HE573917, Amylolactobacillus amylotrophicus, Amylolactobacillus amylotrophicus, (HE573917), CIP 109878 T'"	"HE573917"	376807
"'DQ438977, Pseudoxanthomonas yeongjuensis, Pseudoxanthomonas yeongjuensis, (DQ438977), GR12-1 T'"	"DQ438977"	377616
"'DQ444975, Tumebacillus permanentifrigoris, Tumebacillus permanentifrigoris, (DQ444975), Eur1 9.5 T'"	"DQ444975"	378543
"'AP009153, Gemmatimonas aurantiaca, Gemmatimonas aurantiaca, (AP009153), T-27 T'"	"AP009153"	379066
"'AB681493, Galbibacter mesophilus, Galbibacter mesophilus, (AB681493), NBRC 101624 T'"	"AB681493"	379069
"'AB255368, Gilvibacter sediminis, Gilvibacter sediminis, (AB255368), Mok-1-36 T'"	"AB255368"	379071
"'AB681492, Sediminibacter furfurosus, Sediminibacter furfurosus, (AB681492), NBRC 101622 T'"	"AB681492"	379073
"'AB681494, Sediminitomix flava, Sediminitomix flava, (AB681494), NBRC 101625 T'"	"AB681494"	379075
"'DQ451211, Vibrio sinaloensis, Vibrio sinaloensis, (DQ451211), CAIM 797 T'"	"DQ451211"	379097
"'AB255401, Tritonibacter mobilis, Tritonibacter mobilis, (AB255401), NBRC 101030 T'"	"AB255401"	379347
"'DQ458821, Marinobacter pelagius, Marinobacter pelagius, (DQ458821), HS225 T'"	"DQ458821"	379482
"'DQ454123, Allorhizobium pseudoryzae, Allorhizobium pseudoryzae, (DQ454123), J3-A127 T'"	"DQ454123"	379684
"'DQ453129, Trabulsiella odontotermitis, Trabulsiella odontotermitis, (DQ453129), Eant 3-9 T'"	"DQ453129"	379893
"'DQ453128, Comamonas odontotermitis, Comamonas odontotermitis, (DQ453128), Dant 3-8 T'"	"DQ453128"	379895
"'DQ453131, Paenibacillus fonticola, Paenibacillus fonticola, (DQ453131), ZL T'"	"DQ453131"	379896
"'AJ278812, Pseudomonas protegens, Pseudomonas protegens, (AJ278812), CHA0 T'"	"AJ278812"	380021
"'DQ459874, Cohnella laeviribosi, Cohnella laeviribosi, (DQ459874), RI-39; KCTC3987; KCCM10653; CCUG52217 T'"	"DQ459874"	380174
"'DQ460469, Glycomyces sambucus, Glycomyces sambucus, (DQ460469), E71 T'"	"DQ460469"	380244
"'DQ460470, Streptomyces alni, Streptomyces alni, (DQ460470), D65 T'"	"DQ460470"	380248
"'AY464939, Thermodesulfomicrobium thermophilum, Thermodesulfomicrobium thermophilum, (AY464939), P6.2 T'"	"AY464939"	380392
"'AM259118, Levilactobacillus namurensis, Levilactobacillus namurensis, (AM259118), LMG 23583 = R-27965 T'"	"AM259118"	380393
"'DQ462461, Lysobacter niabensis, Lysobacter niabensis, (DQ462461), GH34-4 T'"	"DQ462461"	380628
"'DQ462462, Lysobacter niastensis, Lysobacter niastensis, (DQ462462), GH41-7 T'"	"DQ462462"	380629
"'DQ465405, Bacillus decisifrondis, Bacillus decisifrondis, (DQ465405), E5HC-32 T'"	"DQ465405"	380630
"'DQ465451, Trinickia soli, Trinickia soli, (DQ465451), GP25-8 T'"	"DQ465451"	380675
"'AB257289, Thermosipho globiformans, Thermosipho globiformans, (AB257289), MN14 T'"	"AB257289"	380685
"'AM259502, Sulfurihydrogenibium rodmanii, Sulfurihydrogenibium rodmanii, (AM259502), UZ3-5 T'"	"AM259502"	380763
"'DQ466075, Parapusillimonas granuli, Parapusillimonas granuli, (DQ466075), Ch07 T'"	"DQ466075"	380911
"'LR777868, Pseudomonas sivasensis, Pseudomonas sivasensis, (LR777868), P7 T'"	"LR777868"	381292
"'DQ469582, Thiohalorhabdus denitrificans, Thiohalorhabdus denitrificans, (DQ469582), HL 19 T'"	"DQ469582"	381306
"'DQ469584, Thiohalophilus thiocyanatoxydans, Thiohalophilus thiocyanatoxydans, (DQ469584), HRhD 2 T'"	"DQ469584"	381308
"'AB257720, Panacagrimonas perspica, Panacagrimonas perspica, (AB257720), Gsoil 142 T'"	"AB257720"	381431
"'DQ471331, Methylobacterium jeotgali, Methylobacterium jeotgali, (DQ471331), S2R03-9 T'"	"DQ471331"	381630
"'DQ471329, Salinicoccus jeotgali, Salinicoccus jeotgali, (DQ471329), S2R53-5 T'"	"DQ471329"	381634
"'DQ473536, Herbiconiux ginsengi, Herbiconiux ginsengi, (DQ473536), wged11 T'"	"DQ473536"	381665
"'DQ298074, Oceanobacillus chironomi, Oceanobacillus chironomi, (DQ298074), T3944D; LMG 23627; DSM 18262 T'"	"DQ298074"	381706
"'AB257863, Lacticaseibacillus thailandensis, Lacticaseibacillus thailandensis, (AB257863), MCH5-2 T'"	"AB257863"	381741
"'AB257864, Lacticaseibacillus camelliae, Lacticaseibacillus camelliae, (AB257864), MCH3-1 T'"	"AB257864"	381742
"'LT670846, Thermocrinis minervae, Thermocrinis minervae, (LT670846), DSM 19557 n[G] T'"	"LT670846"	381751
"'CP000771, Fervidobacterium nodosum, Fervidobacterium nodosum, (CP000771), Rt17-B1 T'"	"CP000771"	381764
"'CVLB01000001, Brachyspira suanatina, Brachyspira suanatina, (CVLB01000001), AN4859/03 T'"	"CVLB01000001"	381802
"'AB258357, Pediococcus siamensis, Pediococcus siamensis, (AB258357), MCH3-2 T'"	"AB258357"	381829
"'AB258358, Salinicoccus siamensis, Salinicoccus siamensis, (AB258358), PN1-2 T'"	"AB258358"	381830
"'AB663381, Haloferax prahovense, Haloferax prahovense, (AB663381), JCM 13924 T'"	"AB663381"	381852
"'DQ462650, Nocardia jinanensis, Nocardia jinanensis, (DQ462650), 04-5195 T'"	"DQ462650"	382504
"'AF524863, Telmatospirillum siberiense, Telmatospirillum siberiense, (AF524863), 26-4b1 T'"	"AF524863"	382514
"'AM260525, Bartonella tribocorum, Bartonella tribocorum, (AM260525), 506 = CIP 105476 T'"	"AM260525"	382640
"'AF394926, Trichococcus patagoniensis, Trichococcus patagoniensis, (AF394926), PMagG1 T'"	"AF394926"	382641
"'DQ288691, Syntrophomonas cellicola, Syntrophomonas cellicola, (DQ288691), 19J-3 T'"	"DQ288691"	382673
"'AM261414, Clostridium nitrophenolicum, Clostridium nitrophenolicum, (AM261414), 1D T'"	"AM261414"	382954
"'CP000804, Roseiflexus castenholzii, Roseiflexus castenholzii, (CP000804), DSM 13941 T'"	"CP000804"	383372
"'DQ492749, Marinomonas arctica, Marinomonas arctica, (DQ492749), 328 T'"	"DQ492749"	383750
"'DQ491453, Micrococcus flavus, Micrococcus flavus, (DQ491453), LW4 T'"	"DQ491453"	384602
"'AB259061, Streptococcus dentirousetti, Streptococcus dentirousetti, (AB259061), NUM 1303 T'"	"AB259061"	384613
"'HF558386, Hungatella xylanolytica, Hungatella xylanolytica, (HF558386), X5-1 T'"	"HF558386"	384636
"'DQ497994, Bacteroides galacturonicus, Bacteroides galacturonicus, (DQ497994), N6 LTP [T] T'"	"DQ497994"	384639
"'AY907566, Pseudomonas entomophila, Pseudomonas entomophila, (AY907566), L48 T'"	"AY907566"	384676
"'DQ512861, Paracoccus sulfuroxidans, Paracoccus sulfuroxidans, (DQ512861), LW36 T'"	"DQ512861"	384678
"'AAUW01000023, Roseibium aggregatum, Roseibium aggregatum, (AAUW01000023), IAM 12614 T'"	"AAUW01000023"	384765
"'DQ504377, Salibacterium aidingensis, Salibacterium aidingensis, (DQ504377), 17-5 T'"	"DQ504377"	384933
"'DQ517535, Thermophagus xiamenensis, Thermophagus xiamenensis, (DQ517535), HS1 T'"	"DQ517535"	385682
"'DQ514537, Paraburkholderia ferrariae, Paraburkholderia ferrariae, (DQ514537), FeGl01 T'"	"DQ514537"	386056
"'DQ515962, Flavobacterium glaciei, Flavobacterium glaciei, (DQ515962), 0499 T'"	"DQ515962"	386300
"'DQ515963, Cryobacterium psychrotolerans, Cryobacterium psychrotolerans, (DQ515963), 0549 T'"	"DQ515963"	386301
"'DQ515964, Salinibacterium xinjiangense, Salinibacterium xinjiangense, (DQ515964), 0543 T'"	"DQ515964"	386302
"'AM263420, Pseudochrobactrum kiredjianiae, Pseudochrobactrum kiredjianiae, (AM263420), CCUG 49584 T'"	"AM263420"	386305
"'DQ517520, Methanobacterium arcticum, Methanobacterium arcticum, (DQ517520), M2 LTP [T] T'"	"DQ517520"	386456
"'DQ519571, Terribacillus goriensis, Terribacillus goriensis, (DQ519571), CL-GR16 T'"	"DQ519571"	386490
"'AB258386, Sphingomonas sediminicola, Sphingomonas sediminicola, (AB258386), KCTC12630 T'"	"AB258386"	386874
"'DQ525859, Frondihabitans australicus, Frondihabitans australicus, (DQ525859), E1HC-02 T'"	"DQ525859"	386892
"'DQ536403, Mycobacterium seoulense, Mycobacterium seoulense, (DQ536403), 03-19 T'"	"DQ536403"	386911
"'DQ536408, Mycobacterium senuense, Mycobacterium senuense, (DQ536408), 05-832 T'"	"DQ536408"	386913
"'AM265623, Flavobacterium hercynium, Flavobacterium hercynium, (AM265623), WB 4.2-33 T'"	"AM265623"	387094
"'DQ514326, Maribius pelagius, Maribius pelagius, (DQ514326), B5-6 T'"	"DQ514326"	387096
"'AB663404, Halorubrum aquaticum, Halorubrum aquaticum, (AB663404), JCM 14031 T'"	"AB663404"	387340
"'FJ810190, Archaeoglobus sulfaticallidus, Archaeoglobus sulfaticallidus, (FJ810190), PM70-1 T'"	"FJ810190"	387631
"'AB260934, Persicobacter psychrovividus, Persicobacter psychrovividus, (AB260934), NBRC 101262 T'"	"AB260934"	387638
"'AB261012, Marixanthomonas ophiurae, Marixanthomonas ophiurae, (AB261012), KMM 3046 T'"	"AB261012"	387659
"'FJ444992, Prauserella salsuginis, Prauserella salsuginis, (FJ444992), YIM 90625 T'"	"FJ444992"	387889
"'FJ444994, Prauserella aidingensis, Prauserella aidingensis, (FJ444994), YIM 90636 T'"	"FJ444994"	387890
"'DQ534014, Photobacterium lutimaris, Photobacterium lutimaris, (DQ534014), DF-42 T'"	"DQ534014"	388278
"'DQ534063, Cyclobacterium lianum, Cyclobacterium lianum, (DQ534063), HY9 T'"	"DQ534063"	388280
"'DQ531634, Kocuria turfanensis, Kocuria turfanensis, (DQ531634), HO-9042 T'"	"DQ531634"	388357
"'AAYA01000001, Sagittula stellata, Sagittula stellata, (AAYA01000001), E-37 T'"	"AAYA01000001"	388399
"'DQ534008, Mycobacterium crocinum, Mycobacterium crocinum, (DQ534008), czh-42 T'"	"DQ534008"	388459
"'DQ528760, Edaphobacter modestus, Edaphobacter modestus, (DQ528760), Jbg-1 T'"	"DQ528760"	388466
"'DQ539046, Puniceicoccus vermicola, Puniceicoccus vermicola, (DQ539046), IMCC1545 T'"	"DQ539046"	388746
"'DQ672723, Pontibacter akesuensis, Pontibacter akesuensis, (DQ672723), AKS 1 T'"	"DQ672723"	388950
"'AB262395, Marinitoga okinawensis, Marinitoga okinawensis, (AB262395), TFS10-5 (=JCM 13303) T'"	"AB262395"	389480
"'AM279214, Pedobacter rhizosphaerae, Pedobacter rhizosphaerae, (AM279214), 01-96 T'"	"AM279214"	390241
"'AM279215, Pedobacter soli, Pedobacter soli, (AM279215), 15-51 T'"	"AM279215"	390242
"'DQ533552, Labedella gwakjiensis, Labedella gwakjiensis, (DQ533552), KSW2-17 T'"	"DQ533552"	390269
"'DQ533556, Yoonia tamlensis, Yoonia tamlensis, (DQ533556), SSW-35 T'"	"DQ533556"	390270
"'CR954253, Lactobacillus delbrueckii subsp. bulgaricus, Lactobacillus delbrueckii subsp. bulgaricus, (CR954253), ATCC 11842 T'"	"CR954253"	390333
"'DQ641495, Modicisalibacter tunisiensis, Modicisalibacter tunisiensis, (DQ641495), LIT2 T'"	"DQ641495"	390637
"'DQ640642, Salinimicrobium catena, Salinimicrobium catena, (DQ640642), HY1 T'"	"DQ640642"	390640
"'DQ640643, Wenxinia marina, Wenxinia marina, (DQ640643), HY34 T'"	"DQ640643"	390641
"'DQ643978, Geosporobacter subterraneus, Geosporobacter subterraneus, (DQ643978), VNs68 T'"	"DQ643978"	390806
"'DQ643999, Jannaschia pohangensis, Jannaschia pohangensis, (DQ643999), H1-M8 T'"	"DQ643999"	390807
"'AB262731, Lentilactobacillus farraginis, Lentilactobacillus farraginis, (AB262731), NRIC 0676 T'"	"AB262731"	390841
"'AB262734, Lentilactobacillus parafarraginis, Lentilactobacillus parafarraginis, (AB262734), NRIC 0677 T'"	"AB262734"	390842
"'AJ872269, Thermotoga petrophila, Thermotoga petrophila, (AJ872269), RKU-1 T'"	"AJ872269"	390874
"'AM282559, Imhoffiella bheemlica, Imhoffiella bheemlica, (AM282559), JA132 T'"	"AM282559"	390878
"'AM282561, Thiorhodococcus kakinadensis, Thiorhodococcus kakinadensis, (AM282561), JA130 T'"	"AM282561"	390879
"'AM282560, Roseospira visakhapatnamensis, Roseospira visakhapatnamensis, (AM282560), JA131 T'"	"AM282560"	390880
"'AM279734, Salinivibrio sharmensis, Salinivibrio sharmensis, (AM279734), BAG T'"	"AM279734"	390883
"'DQ645421, Echinicola vietnamensis, Echinicola vietnamensis, (DQ645421), KMM 6221 T'"	"DQ645421"	390884
"'DQ645593, Halomonas olivaria, Halomonas olivaria, (DQ645593), C17 T'"	"DQ645593"	390919
"'AB263096, Actinocatenispora sera, Actinocatenispora sera, (AB263096), KV-744 T'"	"AB263096"	390989
"'Z70248, Thermosipho melanesiensis, Thermosipho melanesiensis, (Z70248), BI429 T'"	"Z70248"	391009
"'CP001043, Paraburkholderia phymatum, Paraburkholderia phymatum, (CP001043), STM815 T'"	"CP001043"	391038
"'AY788950, Granulibacter bethesdensis, Granulibacter bethesdensis, (AY788950), CGDNIH1 T'"	"AY788950"	391165
"'DQ647056, Brucella ciceri, Brucella ciceri, (DQ647056), Ca-34 T'"	"DQ647056"	391287
"'AY195836, Kordia algicida, Kordia algicida, (AY195836), OT-1 T'"	"AY195836"	391587
"'ABCJ01000006, Caminibacter mediatlanticus, Caminibacter mediatlanticus, (ABCJ01000006), TB-2 T'"	"ABCJ01000006"	391592
"'CP002623, Roseobacter litoralis, Roseobacter litoralis, (CP002623), Och 149 T'"	"CP002623"	391595
"'X99559, Pyrodictium abyssi, Pyrodictium abyssi, (X99559), DSM 6158 T'"	"X99559"	391605
"'AY099172, Thermococcus barophilus, Thermococcus barophilus, (AY099172), DSM 11836 T'"	"AY099172"	391623
"'AJ550939, Sulfitobacter indolifex, Sulfitobacter indolifex, (AJ550939), Hel 45 T'"	"AJ550939"	391624
"'ABCS01000069, Plesiocystis pacifica, Plesiocystis pacifica, (ABCS01000069), SIR-1 T'"	"ABCS01000069"	391625
"'CP003740, Octadecabacter antarcticus, Octadecabacter antarcticus, (CP003740), 307 T'"	"CP003740"	391626
"'DQ327663, Verminephrobacter eiseniae, Verminephrobacter eiseniae, (DQ327663), EF01-2 T'"	"DQ327663"	391735
"'AM283464, Williamsia serinedens, Williamsia serinedens, (AM283464), IMMIB SR-4 T'"	"AM283464"	391736
"'D86184, Bifidobacterium longum subsp. infantis, Bifidobacterium longum subsp. infantis, (D86184), ATCC 15697 T'"	"D86184"	391904
"'AM283543, Methylocystis heyeri, Methylocystis heyeri, (AM283543), H2 T'"	"AM283543"	391905
"'AM283535, Halochromatium roseum, Halochromatium roseum, (AM283535), JA134 T'"	"AM283535"	391920
"'AM283537, Roseospira goensis, Roseospira goensis, (AM283537), JA135 T'"	"AM283537"	391922
"'DQ659451, Alcanivorax pacificus, Alcanivorax pacificus, (DQ659451), W11-5 T'"	"DQ659451"	391936
"'DQ659453, Nitratireductor pacificus, Nitratireductor pacificus, (DQ659453), pht-3B T'"	"DQ659453"	391937
"'DQ659449, Lutimaribacter pacificus, Lutimaribacter pacificus, (DQ659449), W11-2B T'"	"DQ659449"	391948
"'DQ656489, Aquincola tertiaricarbonis, Aquincola tertiaricarbonis, (DQ656489), L10 T'"	"DQ656489"	391953
"'AY040619, Salinispora arenicola, Salinispora arenicola, (AY040619), CNH-643 T'"	"AY040619"	391967
"'AB681649, Zeaxanthinibacter enoshimensis, Zeaxanthinibacter enoshimensis, (AB681649), NBRC 101990 T'"	"AB681649"	392009
"'AB264020, Alicyclobacillus sacchari, Alicyclobacillus sacchari, (AB264020), RB718 T'"	"AB264020"	392010
"'AB264021, Alicyclobacillus fastidiosus, Alicyclobacillus fastidiosus, (AB264021), S-TAB T'"	"AB264021"	392011
"'AB264022, Alicyclobacillus kakegawensis, Alicyclobacillus kakegawensis, (AB264022), 5-A83J T'"	"AB264022"	392012
"'AB264024, Alicyclobacillus shizuokensis, Alicyclobacillus shizuokensis, (AB264024), 4-A336 T'"	"AB264024"	392014
"'AB264025, Alicyclobacillus macrosporangiidus, Alicyclobacillus macrosporangiidus, (AB264025), 5A239-2O-A T'"	"AB264025"	392015
"'AB264026, Alicyclobacillus contaminans, Alicyclobacillus contaminans, (AB264026), 3-A191 T'"	"AB264026"	392016
"'AB496639, Methanobacterium alcaliphilum, Methanobacterium alcaliphilum, (AB496639), NBRC 105226 T'"	"AB496639"	392018
"'AY773189, Paraburkholderia nodosa, Paraburkholderia nodosa, (AY773189), Br3437 T'"	"AY773189"	392320
"'DQ309326, Geoalkalibacter ferrihydriticus, Geoalkalibacter ferrihydriticus, (DQ309326), Z-0531 T'"	"DQ309326"	392333
"'AB264134, Deinococcus depolymerans, Deinococcus depolymerans, (AB264134), TDMA-24 T'"	"AB264134"	392408
